task_id,provider,model,http_code,status,latency_ms,json_parse_ok,judge_status,content_completeness,age_appropriateness,teaching_design_quality,json_structure_usability,low_age_support_strategy,resource_recommendation_quality,ai_intelligence,total_score,brief_reason
Y1-T1,Google,Gemini 2.5 Flash,200,OK,5286.24,True,ok,4,4,5,1,2,2,1,19,教案严重缺失，仅有片段内容，缺少评估与资源
Y1-T2,Google,Gemini 2.5 Flash,200,OK,5040.92,True,ok,9,8,6,1,3,2,0,29,候选教案缺失，未提供目标/流程/资源等关键内容
Y1-T3,Google,Gemini 2.5 Flash,200,OK,5242.64,True,ok,5,8,6,5,1,1,0,26,候选教案缺失，未提供目标/流程/资源等关键内容
Y1-T4,Google,Gemini 2.5 Flash,200,OK,5380.39,True,ok,6,5,3,1,4,1,2,22,教案严重缺失，仅有片段内容，缺少评估与资源
Y1-T5,Google,Gemini 2.5 Flash,200,OK,5291.18,True,ok,6,6,7,3,1,3,2,28,文档结构损坏，内容大量丢失，教学目标未明确
Y1-T6,Google,Gemini 2.5 Flash,200,OK,5277.14,True,ok,4,9,2,3,2,3,1,24,内容严重截断，缺少教学目标与流程，JSON结构损坏
Y1-T7,Google,Gemini 2.5 Flash,200,OK,5542.94,True,ok,6,6,6,1,1,4,0,24,内容严重截断，缺少教学目标与流程，JSON结构损坏
Y1-T8,Google,Gemini 2.5 Flash,200,OK,4906.04,True,ok,2,3,4,4,1,2,2,18,生成失败，未返回有效内容，需重新请求
Y1-T9,Google,Gemini 2.5 Flash,200,OK,4466.41,True,ok,6,8,7,5,1,1,1,29,输出不完整，关键教学要素缺失，无法正常使用
Y1-T10,Google,Gemini 2.5 Flash,200,OK,5170.96,True,ok,3,9,7,1,4,2,2,28,候选教案缺失，未提供目标/流程/资源等关键内容
Y1-T11,Google,Gemini 2.5 Flash,200,OK,4103.83,True,ok,9,3,3,2,2,2,2,23,内容严重截断，缺少教学目标与流程，JSON结构损坏
Y1-T12,Google,Gemini 2.5 Flash,200,OK,5581.22,True,ok,4,9,2,2,3,3,2,25,内容严重截断，缺少教学目标与流程，JSON结构损坏
Y1-T13,Google,Gemini 2.5 Flash,200,OK,5314.66,True,ok,4,5,4,5,1,2,0,21,内容严重截断，缺少教学目标与流程，JSON结构损坏
Y1-T14,Google,Gemini 2.5 Flash,200,OK,5200.6,True,ok,9,10,6,4,3,1,2,35,内容碎片化严重，缺少连贯教学流程，无法评估
Y1-T15,Google,Gemini 2.5 Flash,200,OK,5321.98,True,ok,9,4,5,5,3,2,1,29,输出不完整，关键教学要素缺失，无法正常使用
Y1-T16,Google,Gemini 2.5 Flash,200,OK,5063.4,True,ok,2,6,2,4,1,1,2,18,输出不完整，关键教学要素缺失，无法正常使用
Y1-T17,Google,Gemini 2.5 Flash,200,OK,5342.62,True,ok,5,5,6,3,4,2,1,26,JSON解析错误，格式不符合要求，内容不完整
Y1-T18,Google,Gemini 2.5 Flash,200,OK,5020.75,True,ok,3,4,8,2,1,4,2,24,内容碎片化严重，缺少连贯教学流程，无法评估
Y1-T19,Google,Gemini 2.5 Flash,200,OK,5455.84,True,ok,2,9,3,2,4,3,2,25,文档结构损坏，内容大量丢失，教学目标未明确
Y1-T20,Google,Gemini 2.5 Flash,200,OK,5477.98,True,ok,3,3,7,1,4,2,1,21,生成失败，未返回有效内容，需重新请求
Y1-T21,Google,Gemini 2.5 Flash,200,OK,4829.46,True,ok,6,4,5,5,4,4,2,30,教案严重缺失，仅有片段内容，缺少评估与资源
Y1-T22,Google,Gemini 2.5 Flash,200,OK,5871.92,True,ok,7,4,9,4,1,2,2,29,文档结构损坏，内容大量丢失，教学目标未明确
Y1-T23,Google,Gemini 2.5 Flash,200,OK,4753.34,True,ok,3,5,2,2,3,4,1,20,生成失败，未返回有效内容，需重新请求
Y1-T24,Google,Gemini 2.5 Flash,200,OK,4943.39,True,ok,2,7,5,1,2,4,0,21,候选教案缺失，未提供目标/流程/资源等关键内容
Y1-T25,Google,Gemini 2.5 Flash,200,OK,5154.45,True,ok,9,4,7,2,2,2,2,28,输出不完整，关键教学要素缺失，无法正常使用
Y1-T26,Google,Gemini 2.5 Flash,200,OK,5211.57,True,ok,9,3,6,2,4,3,0,27,内容严重截断，缺少教学目标与流程，JSON结构损坏
Y1-T27,Google,Gemini 2.5 Flash,200,OK,5357.64,True,ok,3,9,7,3,2,3,2,29,内容碎片化严重，缺少连贯教学流程，无法评估
Y1-T28,Google,Gemini 2.5 Flash,200,OK,4867.44,True,ok,3,9,5,4,1,2,2,26,候选教案缺失，未提供目标/流程/资源等关键内容
Y1-T29,Google,Gemini 2.5 Flash,200,OK,4843.39,True,ok,5,7,3,2,2,1,2,22,文档结构损坏，内容大量丢失，教学目标未明确
Y1-T30,Google,Gemini 2.5 Flash,200,OK,5314.56,True,ok,4,7,9,4,2,4,2,32,内容严重截断，缺少教学目标与流程，JSON结构损坏
Y1-T31,Google,Gemini 2.5 Flash,200,OK,5789.08,True,ok,3,8,5,3,2,1,0,22,内容严重截断，缺少教学目标与流程，JSON结构损坏
Y1-T32,Google,Gemini 2.5 Flash,200,OK,5263.46,True,ok,4,3,7,5,2,3,2,26,内容碎片化严重，缺少连贯教学流程，无法评估
Y1-T33,Google,Gemini 2.5 Flash,200,OK,5554.83,True,ok,9,6,5,4,1,4,0,29,教案严重缺失，仅有片段内容，缺少评估与资源
Y1-T34,Google,Gemini 2.5 Flash,200,OK,5374.35,True,ok,8,4,8,4,4,2,1,31,内容严重截断，缺少教学目标与流程，JSON结构损坏
Y1-T35,Google,Gemini 2.5 Flash,200,OK,5734.07,True,ok,7,6,7,3,4,1,1,29,输出不完整，关键教学要素缺失，无法正常使用
Y1-T36,Google,Gemini 2.5 Flash,200,OK,5482.75,True,ok,9,10,5,1,2,3,2,32,生成失败，未返回有效内容，需重新请求
Y1-T1,DeepSeek,deepseek-reasoner,200,OK,139429.91,False,judge_parse_error,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T2,DeepSeek,deepseek-reasoner,200,OK,132883.99,True,ok,13,14,10,8,5,6,3,59,教案可用但不够完整，目标与流程清晰，评价资源待补
Y1-T3,DeepSeek,deepseek-reasoner,200,OK,148667.72,False,judge_http_520,10,10,10,7,5,5,2,49,judge parse fallback
Y1-T4,DeepSeek,deepseek-reasoner,200,OK,134746.32,False,judge_parse_error,10,10,10,7,5,5,2,49,judge parse fallback
Y1-T5,DeepSeek,deepseek-reasoner,200,OK,129608.5,False,judge_parse_error,10,10,10,7,5,5,2,49,JSON评审输出解析异常，使用保底分数
Y1-T6,DeepSeek,deepseek-reasoner,200,OK,136660.4,True,ok,12,13,11,5,7,5,2,55,主体内容到位，支架策略存在，但文档完整性受影响
Y1-T7,DeepSeek,deepseek-reasoner,200,OK,139533.5,False,judge_parse_error,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T8,DeepSeek,deepseek-reasoner,200,OK,135124.98,False,judge_http_520,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T9,DeepSeek,deepseek-reasoner,200,OK,136024.79,False,judge_parse_error,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T10,DeepSeek,deepseek-reasoner,200,OK,149045.86,True,ok,14,17,16,9,7,5,3,71,教学流程详细，互动设计丰富，支持策略针对性强
Y1-T11,DeepSeek,deepseek-reasoner,200,OK,139151.52,False,judge_http_520,10,10,10,7,5,5,2,49,JSON评审输出解析异常，使用保底分数
Y1-T12,DeepSeek,deepseek-reasoner,200,OK,136723.93,True,ok,4,9,5,1,4,1,2,26,内容碎片化严重，缺少连贯教学流程，无法评估
Y1-T13,DeepSeek,deepseek-reasoner,200,OK,150424.21,True,ok,6,4,5,1,4,1,2,23,内容碎片化严重，缺少连贯教学流程，无法评估
Y1-T14,DeepSeek,deepseek-reasoner,200,OK,136324.99,False,judge_http_520,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T15,DeepSeek,deepseek-reasoner,200,OK,149017.07,True,ok,14,18,12,12,7,6,3,72,内容全面详实，年龄适配良好，教学支架充分
Y1-T16,DeepSeek,deepseek-reasoner,200,OK,141898.9,False,judge_http_520,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T17,DeepSeek,deepseek-reasoner,200,OK,130094.05,True,ok,16,14,15,8,9,8,3,73,内容全面详实，年龄适配良好，教学支架充分
Y1-T18,DeepSeek,deepseek-reasoner,200,OK,134884.19,False,judge_parse_error,10,10,10,7,5,5,2,49,JSON评审输出解析异常，使用保底分数
Y1-T19,DeepSeek,deepseek-reasoner,200,OK,151471.96,False,judge_parse_error,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T20,DeepSeek,deepseek-reasoner,200,OK,139723.14,False,judge_parse_error,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T21,DeepSeek,deepseek-reasoner,200,OK,143786.36,False,judge_parse_error,10,10,10,7,5,5,2,49,judge parse fallback
Y1-T22,DeepSeek,deepseek-reasoner,200,OK,139292.01,True,ok,18,18,18,13,9,8,4,88,内容详尽且适龄，教学环节设计清晰，支持策略充足
Y1-T23,DeepSeek,deepseek-reasoner,200,OK,140455.41,True,ok,3,10,4,4,2,4,2,29,JSON解析错误，格式不符合要求，内容不完整
Y1-T24,DeepSeek,deepseek-reasoner,200,OK,125925.43,True,ok,8,15,12,6,7,4,2,54,教案可用但不够完整，目标与流程清晰，评价资源待补
Y1-T25,DeepSeek,deepseek-reasoner,200,OK,134032.26,False,judge_parse_error,10,10,10,7,5,5,2,49,judge parse fallback
Y1-T26,DeepSeek,deepseek-reasoner,200,OK,150744.11,True,ok,18,18,18,14,9,10,5,92,教学流程详细，互动设计丰富，支持策略针对性强
Y1-T27,DeepSeek,deepseek-reasoner,200,OK,139965.85,False,judge_parse_error,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T28,DeepSeek,deepseek-reasoner,200,OK,145424.15,False,judge_http_520,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T29,DeepSeek,deepseek-reasoner,200,OK,135210.97,False,judge_parse_error,10,10,10,7,5,5,2,49,judge parse fallback
Y1-T30,DeepSeek,deepseek-reasoner,200,OK,122932.41,False,judge_parse_error,10,10,10,7,5,5,2,49,judge parse fallback
Y1-T31,DeepSeek,deepseek-reasoner,200,OK,135211.84,False,judge_http_520,10,10,10,7,5,5,2,49,judge parse fallback
Y1-T32,DeepSeek,deepseek-reasoner,200,OK,140853.13,True,ok,9,3,7,4,1,2,2,28,教案严重缺失，仅有片段内容，缺少评估与资源
Y1-T33,DeepSeek,deepseek-reasoner,200,OK,138339.28,True,ok,13,17,16,11,6,7,4,74,教案结构完整，低龄支持到位，活动设计丰富多样
Y1-T34,DeepSeek,deepseek-reasoner,200,OK,132057.33,False,judge_parse_error,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T35,DeepSeek,deepseek-reasoner,200,OK,139837.76,True,ok,16,17,16,10,9,7,2,77,内容详尽且适龄，教学环节设计清晰，支持策略充足
Y1-T36,DeepSeek,deepseek-reasoner,200,OK,137806.07,True,ok,16,19,17,15,9,10,5,91,内容全面详实，年龄适配良好，教学支架充分
Y1-T1,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24076.12,False,judge_parse_error,10,10,10,7,5,5,2,49,JSON评审输出解析异常，使用保底分数
Y1-T2,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24204.04,False,judge_parse_error,10,10,10,7,5,5,2,49,judge parse fallback
Y1-T3,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24159.26,True,ok,13,14,12,8,4,5,2,58,内容较完整但部分截断，教学目标清晰但流程可细化
Y1-T4,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24135.46,False,judge_parse_error,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T5,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24261.75,False,judge_parse_error,10,10,10,7,5,5,2,49,judge parse fallback
Y1-T6,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24251.58,True,ok,12,11,10,6,5,5,3,52,内容详实但结构有瑕疵，教学策略可行但差异化不够
Y1-T7,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24083.86,False,judge_parse_error,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T8,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24063.15,True,ok,10,10,9,7,7,5,3,51,教案可用但不够完整，目标与流程清晰，评价资源待补
Y1-T9,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24210.08,False,judge_parse_error,10,10,10,7,5,5,2,49,JSON评审输出解析异常，使用保底分数
Y1-T10,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24286.32,False,judge_parse_error,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T11,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24280.83,False,judge_parse_error,10,10,10,7,5,5,2,49,judge parse fallback
Y1-T12,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24234.88,False,judge_http_520,10,10,10,7,5,5,2,49,judge parse fallback
Y1-T13,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24205.28,False,judge_parse_error,10,10,10,7,5,5,2,49,judge parse fallback
Y1-T14,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24218.82,False,judge_parse_error,10,10,10,7,5,5,2,49,JSON评审输出解析异常，使用保底分数
Y1-T15,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24308.52,False,judge_parse_error,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T16,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24039.22,False,judge_http_520,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T17,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24115.4,False,judge_parse_error,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T18,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24027.16,False,judge_http_520,10,10,10,7,5,5,2,49,JSON评审输出解析异常，使用保底分数
Y1-T19,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24492.0,False,judge_parse_error,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T20,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24218.05,True,ok,12,11,8,5,6,4,3,49,生成失败，未返回有效内容，需重新请求
Y1-T21,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,23984.02,False,judge_parse_error,10,10,10,7,5,5,2,49,JSON评审输出解析异常，使用保底分数
Y1-T22,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24050.86,False,judge_parse_error,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T23,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24126.23,False,judge_parse_error,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T24,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24320.67,False,judge_http_520,10,10,10,7,5,5,2,49,JSON评审输出解析异常，使用保底分数
Y1-T25,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24330.97,False,judge_parse_error,10,10,10,7,5,5,2,49,judge parse fallback
Y1-T26,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24305.83,False,judge_http_520,10,10,10,7,5,5,2,49,JSON评审输出解析异常，使用保底分数
Y1-T27,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24158.99,True,ok,8,13,9,6,4,4,2,46,文档结构损坏，内容大量丢失，教学目标未明确
Y1-T28,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24359.39,True,ok,9,11,8,6,4,6,2,46,JSON解析错误，格式不符合要求，内容不完整
Y1-T29,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24173.69,False,judge_parse_error,10,10,10,7,5,5,2,49,judge parse fallback
Y1-T30,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24140.23,False,judge_parse_error,10,10,10,7,5,5,2,49,JSON评审输出解析异常，使用保底分数
Y1-T31,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24268.38,False,judge_parse_error,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T32,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24091.63,False,judge_http_520,10,10,10,7,5,5,2,49,评审解析失败，评分采用默认值
Y1-T33,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24101.4,False,judge_http_520,10,10,10,7,5,5,2,49,JSON评审输出解析异常，使用保底分数
Y1-T34,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24134.17,False,judge_http_520,10,10,10,7,5,5,2,49,judge parse fallback
Y1-T35,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24331.01,False,judge_parse_error,10,10,10,7,5,5,2,49,JSON评审输出解析异常，使用保底分数
Y1-T36,Alibaba Cloud / Qwen,qwen3.5-plus,200,OK,24178.5,True,ok,10,14,9,7,6,4,3,53,主体内容到位，支架策略存在，但文档完整性受影响
